datatype,objectid,displayorder,forwardtext,invertedtext,remarks,effectivedate
previous_attribution,1313,1,Mantuan 15th Century,Mantuan 15th Century,Attribution at time of acquisition,""
previous_title,1335,2,Faustina,,Title at time of acquisition,
previous_attribution,1335,1,L' Antico,"Antico, L'",Attribution at time of acquisition,2009-10-27
previous_attribution,1336,1,L' Antico,"Antico, L'",Attribution at time of gift,
previous_attribution,1348,1,Donatello,Donatello,Attribution at time of acquisition,1942
previous_attribution,1349,1,Donatello,Donatello,Attribution at time of acquistion,1942
previous_attribution,1350,1,Donatello,Donatello,Attribution at time of acquisition,1942
previous_attribution,1351,1,Paduan 15th or 16th Century,Paduan 15th or 16th Century,Attribution at time of acquisition,1957
previous_attribution,1352,1,Donatello,Donatello,Attribution at time of acquistion,1942
previous_attribution,1354,1,Dutch School,Dutch School,Attribution at time of gift,
previous_attribution,1356,1,Style of Fiamingo,"Fiamingo, Style of",Attribution at time of gift,
previous_attribution,1358,1,Flemish School,Flemish School,Attribution at time of gift,
previous_attribution,1359,1,Flemish 16th Century,Flemish 16th Century,Attribution at time of gift,
previous_attribution,1360,1,Flemish 16th Century,Flemish 16th Century,Attribution at time of gift,
previous_attribution,1363,1,Florentine School,Florentine School,Attribution at time of gift,
previous_attribution,1364,1,German 16th Century,German 16th Century,Attribution at time of gift,
previous_attribution,1370,1,Master IO.F.F.,Master IO.F.F.,Attribution at time of gift,
previous_attribution,1380,1,Italian 16th Century,Italian 16th Century,Attribution at time of gift,
previous_attribution,1381,1,Italian 16th Century,Italian 16th Century,Attribution at time of gift,
previous_attribution,1384,1,Italian 16th Century,Italian 16th Century,Attribution at time of gift,
previous_attribution,1387,1,Italian 16th Century,Italian 16th Century,Attribution at time of gift,
previous_attribution,1388,1,Italian 16th Century,Italian 16th Century,Attribution at time of gift,
previous_attribution,1396,1,Lautizio da Perugia,Lautizio da Perugia,Attribution at time of gift,
previous_attribution,1397,1,Leone Leoni,"Leoni, Leone",Attribution at time of gift,
previous_attribution,1398,1,Master of the Orpheus Legend,Master of the Orpheus Legend,Attribution at time of acquisition,1942
previous_attribution,1408,1,Moderno,Moderno,Attribution at time of gift,
previous_attribution,1418,1,North Italian 16th Century,North Italian 16th Century,Attribution at time of gift,
previous_attribution,1422,1,Paduan School,Paduan School,Attribution at time of gift,
previous_attribution,1423,1,Paduan School,Paduan School,Attribution at time of gift,
previous_attribution,1434,2,after Master AvB (Arent van Bohlen),after Master AvB (Arent van Bohlen),Reported to Bd. Tr. 5/4/83,1983-05-04
previous_attribution,1434,1,after Paulus van Vianen I,after Paulus van Vianen I,Attribution at time of gift,
previous_attribution,1436,1,French 15th Century,French 15th Century,,
previous_attribution,1439,1,Limoges,Limoges,Attribution at time of gift,
previous_attribution,1440,2,Attributed to English 13th Century,"English 13th Century, Attributed to",Bd. Tr. approval 12/13/47,1947-12-13
previous_attribution,1440,1,Flemish (Dinant) 13th Century,Flemish (Dinant) 13th Century,Attribution at time of gift,
previous_attribution,1441,1,Mosan 13th Century,Mosan 13th Century,Attribution at time of gift,
previous_attribution,1442,3,Probably Rhenish and Mosan 12th Century,"Rhenish and Mosan 12th Century, Probably","Reported to Bd. Tr. 10/10/91; duplicate report, perhaps in error, to Bd. Tr. 10/4/90.",1991-10-10
previous_attribution,1442,2,Rhenish or Mosan 12th Century,Rhenish or Mosan 12th Century,Reported to Bd. Tr. 5/4/83,1983-05-04
previous_attribution,1442,1,Rhenish 12th Century,Rhenish 12th Century,"Attribution at time of gift; published in 1952 by NGA as ""Mosan 12th Century"", but no official change from Rhenish is recorded until 1983.",
previous_attribution,1443,1,Flemish 13th Century,Flemish 13th Century,Attribution at time of gift,
previous_attribution,1443,2,after Nicolas de Douai and Jacques de Nivelles,after Nicolas de Douai and Jacques de Nivelles,Reported to Bd. Tr. 5/4/1983,1983-05-04
previous_attribution,1445,1,Milanese 15th Century,Milanese 15th Century,Attribution at time of gift,
previous_attribution,1446,4,"German or Netherlandish or French 16th Century (shell cameo), Italian or German 16th Century (setting)","German or Netherlandish or French 16th Century (shell cameo), Italian or German 16th Century (setting)",Bd. Tr. approval 10/10/91,1991-10-10
previous_attribution,1446,2,Franco-Flemish 15th Century,Franco-Flemish 15th Century,Reported to Bd. Tr. 5/4/83,1983-05-04
previous_attribution,1446,1,Italian 15th Century,Italian 15th Century,Attribution at time of gift,
previous_attribution,1446,3,German or Netherlandish or French 16th Century,German or Netherlandish or French 16th Century,Bd. Tr. approval 10/4/90,1990-10-04
previous_attribution,1447,1,Milanese 16th Century,Milanese 16th Century,Attribution at time of gift,
previous_attribution,1447,2,Franco-Burgundian 15th Century,Franco-Burgundian 15th Century,Bd. Tr. approval 12/13/1947,1947-12-13
previous_attribution,1448,2,Jean Penicaud I,"Penicaud I, Jean",Bd. Tr. approval 5/2/73,1973-05-02
previous_attribution,1448,1,Léonard Pénicaud,"Pénicaud, Léonard",Attribution at time of gift,
previous_attribution,1450,1,Couly II Nouailher,"Nouailher, Couly II",Attribution at time of gift,
previous_attribution,1450,2,Attributed to Jean de Court,"Jean de Court, Attributed to",Reported to Bd. Tr. 5/4/83,1983-05-04
previous_attribution,1453,1,Jean Courteois,"Courteois, Jean",Attribution at time of gift,
previous_attribution,1454,2,Italian 16th Century (Style of Saracchi Workshop),Italian 16th Century (Style of Saracchi Workshop),Reported to Bd. Tr. 5/4/1983,1983-05-04
previous_attribution,1454,1,Italian 16th Century,Italian 16th Century,Attribution at time of gift,
previous_attribution,1455,1,Italian School,Italian School,Attribution at time of gift,
previous_attribution,1455,2,South German 17th Century,South German 17th Century,Bd. Tr. approval 9/26/1973,          
previous_attribution,1456,2,"South German 16th Century, Freiburg-im-Breisgau, and Augsburg","South German 16th Century, Freiburg-im-Breisgau, and Augsburg",Reported to Bd. Tr. 5/4/1983,1983-05-04
previous_attribution,1456,1,South German 16th Century,South German 16th Century,Attribution at time of gift,
previous_attribution,1457,2,"South German 16th Century, Freiburg-im-Breisgau","South German 16th Century, Freiburg-im-Breisgau",Reported to Bd. Tr. 5/4/1983,1983-05-04
previous_attribution,1457,1,Italian or German 16th Century,Italian or German 16th Century,Attribution at time of gift,
previous_attribution,1458,2,Milanese 16th Century,Milanese 16th Century,Reported to Bd. Tr. 5/4/1983,1983-05-04
previous_attribution,1458,1,Italian 16th Century,Italian 16th Century,Attribution at time of gift,
previous_attribution,1459,1,Italian 16th Century,Italian 16th Century,Attribution at time of acquisition,
previous_attribution,1459,2,"Italian, Probably Milanese, 16th Century","Italian, Probably Milanese, 16th Century",Reported to Bd. Tr. 5/4/1983,1983-05-04
previous_attribution,1460,1,Italian 16th Century,Italian 16th Century,Attribution at time of acquisition,
previous_attribution,1460,2,"Italian, probably Milanese, 16th Century","Italian, probably Milanese, 16th Century",Reported to Bd. Tr. 5/4/1983,
previous_attribution,1461,1,Italian 16th Century,Italian 16th Century,Title at time of acquisition,
previous_attribution,1462,2,Ferdinand Eusebius Miseroni,"Miseroni, Ferdinand Eusebius",Bd. Tr. approval 5/2/1973,
previous_attribution,1462,1,Italian 16th Century,Italian 16th Century,Attribution at time of gift,
previous_attribution,1463,1,English 16th Century,English 16th Century,Attribution at time of acquisition,
previous_attribution,1464,2,"Netherlandish 16th Century, probably Antwerp","Netherlandish 16th Century, probably Antwerp",Reported to Bd. Tr. 5/4/83,
previous_attribution,1464,1,Style of Benvenuto Cellini,"Cellini, Benvenuto, Style of",Attribution at time of gift,
previous_attribution,1466,2,North Italian 16th Century (Milanese ?),North Italian 16th Century (Milanese ?),Bd. Tr. approval 9/26/73,
previous_attribution,1466,1,Italian School,Italian School,Attribution at time of gift,
previous_attribution,1466,3,Italian 16th Century (Probably Milanese),Italian 16th Century (Probably Milanese),Reported to Bd. Tr. 5/4/83,
previous_attribution,1467,3,Netherlandish 16th Century,Netherlandish 16th Century,Reported to Bd. Tr. 5/4/83,
previous_attribution,1467,2,"North Italian 16th Century, Florentine (?)","North Italian 16th Century, Florentine (?)",Bd. Tr. approval 9/26/73,
previous_attribution,1467,1,Style of Benvenuto Cellini,"Cellini, Benvenuto, Style of",Attribution at time of gift,
previous_attribution,1468,2,South German 16th Century,South German 16th Century,Bd. Tr. approval 9/26/73,
previous_attribution,1468,1,Style of Benvenuto Cellini,"Cellini, Benvenuto, Style of",Attribution at time of gift,
previous_attribution,1469,3,South German 16th Century,South German 16th Century,Reported to Bd. Tr. 5/4/83,
previous_attribution,1469,2,Spanish (?),Spanish (?),Bd. Tr. approval 9/26/73,
previous_attribution,1469,1,Italian School,Italian School,Attribution at time of gift,
previous_attribution,1470,1,Italian School,Italian School,Attribution at time of gift,
previous_attribution,1470,2,Attributed to Italian or Spanish 16th Century,"Italian or Spanish 16th Century, Attributed to",Reported to Bd. Tr. 10/4/84,
previous_attribution,1471,1,Florentine 15th Century,Florentine 15th Century,Attribution at time of gift,
previous_attribution,1472,1,Florentine 15th Century,Florentine 15th Century,Attribution at time of gift,
previous_attribution,1473,2,Probably Urbino district 16th Century,"Urbino district 16th Century, Probably",Bd. Tr. approval 4/30/92,1992-04-30
previous_attribution,1473,3,Castel Durante,Castel Durante,Reported to Bd. Tr. 5/4/83,1983-05-04
previous_attribution,1473,1,Cafaggilio,Cafaggilio,Attribution at time of gift,
previous_attribution,1474,3,Probably Faentine or Venetian 16th Century,"Faentine or Venetian 16th Century, Probably",Bd. Tr. approval 4/30/1992,1992-04-30
previous_attribution,1474,1,Sienese 16th Century (Maestro Benedetto ?),Sienese 16th Century (Maestro Benedetto ?),Attribution at time of gift,
previous_attribution,1474,2,Faenza 16th Century,Faenza 16th Century,Reported to Bd. Tr. 5/4/1983,1983-05-04
previous_attribution,1475,1,Sienese 16th Century (Maestro Benedetto),Sienese 16th Century (Maestro Benedetto),Attribution at time of gift,
previous_attribution,1476,2,Probably Tuscan or Faentine 16th Century,"Tuscan or Faentine 16th Century, Probably",Bd. Tr. approval 4/30/1992,1992-04-30
previous_attribution,1476,1,Italian 16th Century,Italian 16th Century,Attribution at time of gift,
previous_attribution,1477,1,Italian 16th Century,Italian 16th Century,Attribution at time of gift,
previous_attribution,1478,1,Italian 16th Century,Italian 16th Century,Attribution at time of gift,
previous_attribution,1479,1,Italian 16th Century,Italian 16th Century,Attribution at time of gift,
previous_attribution,1480,1,Italian 16th Century,Italian 16th Century,Attribution at time of gift,
previous_attribution,1481,1,Italian 16th Century,Italian 16th Century,Attribution at time of gift,
previous_attribution,1482,1,Italian 16th Century,Italian 16th Century,Attribution at time of gift,
previous_attribution,1483,1,Italian 16th Century,Italian 16th Century,Attribution at time of gift,
previous_attribution,1484,1,Italian 16th Century,Italian 16th Century,Attribution at time of gift,
previous_attribution,1485,1,Italian 16th Century,Italian 16th Century,Attribution at time of gift,
previous_attribution,1486,1,Italian 16th Century,Italian 16th Century,Attribution at time of gift,
previous_attribution,1486,2,Probably workshop of Maestro Giorgio Andreoli of Gubbio,"Andreoli of Gubbio, Maestro Giorgio, Probably workshop of",Bd. Tr. approval 4/30/92,
previous_attribution,1487,2,Deruta 16th Century,Deruta 16th Century,Reported to Bd. Tr. 5/4/83,
previous_attribution,1487,1,"Gubbio 16th Century, Deruta influence","Gubbio 16th Century, Deruta influence",Attribution at time of gift,
previous_attribution,1488,1,Italian 16th Century,Italian 16th Century,Attribution at time of gift,
previous_attribution,1489,1,Salimbene di Pietro Andreoli (?),"Andreoli, Salimbene di Pietro, (?)",Attribution at time of gift,
previous_attribution,1489,2,Salimbene di Pietro Andreoli,"Andreoli, Salimbene di Pietro",Reported to Bd. Tr. 10/4/84,
previous_attribution,1490,1,Giorgio Andreoli,"Andreoli, Giorgio",Attribution at time of gift,
previous_attribution,1491,1,Giorgio Andreoli,"Andreoli, Giorgio",Attribution at time of gift,
previous_attribution,1492,1,Giorgio Andreoli,"Andreoli, Giorgio",Attribution at time of gift,
previous_attribution,1493,1,Giorgio Andreoli,"Andreoli, Giorgio",Attribution at time of gift,
previous_attribution,1494,2,Workshop of Maestro Giorgio Andreoli of Gubbio; painting attributed to the Painter of the Three Graces,"Andreoli of Gubbio, Maestro Giorgio, Workshop of; painting attributed to the Painter of the Three Graces",Bd. Tr. approval 4/30/92,1992-04-30
previous_attribution,1494,1,Giorgio Andreoli,"Andreoli, Giorgio",Attribution at time of gift,
previous_attribution,1495,1,Giorgio Andreoli,"Andreoli, Giorgio",Attribution at time of gift,
previous_attribution,1496,2,Nicola da Urbino or Follower of Nicola da Urbino,Nicola da Urbino or Follower of Nicola da Urbino,Reported to Bd. Tr. 5/4/83,1983-05-04
previous_attribution,1496,1,Gubbio 16th Century,Gubbio 16th Century,Attribution at time of gift,
previous_attribution,1496,3,"Attributed to Nicola da Urbino, or a follower or close associate; probably lustered in the workshop of Maestro Giorgio Andreoli of Gubbio","Nicola da Urbino, Attributed to, Follower of, or a close associate; probably lustered in the workshop of Maestro Giorgio Andreoli of Gubbio",Bd. Tr. approval 4/30/92,1992-04-30
previous_attribution,1497,1,Francesco Xanto Avelli,"Avelli, Francesco Xanto",Attribution at time of gift,
previous_attribution,1497,2,"Attributed to Francesco Xanto Avelli and a collaborator, in Urbino; probably lustered in the workshop of Maestro Giorgio Andreoli of Gubbio, or by Vincenzo Andreoli, Urbino","Xanto Avelli, Francesco, Attributed to, and a collaborator; probably lustered in the workshop of Maestro Giorgio Andreoli of Gubbio or by Vincenzo Andreoli, Urbino",Bd. Tr. approval 4/30/92,
previous_attribution,1498,2,Francesco Xanto Avelli or Follower of Francesco Xanto Avelli,"Avelli, Francesco Xanto or Follower of Francesco Xanto Avelli",Reported to Bd. Tr. 10/4/84,
previous_attribution,1498,1,Attributed to Francesco Xanto Avelli,"Xanto Avelli, Francesco, Attributed to",Attribution at time of gift,
previous_attribution,1499,1,Italian 16th Century,Italian 16th Century,Attribution at time of gift,
previous_attribution,1500,2,Gubbio 16th Century,Gubbio 16th Century,Reported to Bd. Tr. 5/4/83,
previous_attribution,1500,1,Urbino 16th Century,Urbino 16th Century,Attribution at time of gift,
previous_attribution,1501,2,Nicola da Urbino,Nicola da Urbino,Reported to Bd. Tr. 5/4/1983,1983-05-04
