mediaid,mediatype,title,description,duration,language,thumbnailurl,playurl,downloadurl,keywords,tags,imageurl,presentationdate,releasedate,lastmodified
78470008,audio,Garden of Illusions: The National Gallery of Art Sculpture Garden,"<p>Molly Donovan, assistant curator of modern and contemporary art, National Gallery of Art. A month after the dedication of the National Gallery of Art Sculpture Garden on May 23, 1999, Molly Donovan discusses the grandeur and significance of its two components: the garden and the sculptures. In this lecture recorded on June 27, 1999, Donovan shares the history of the 6.1-acre space, from Major Pierre Charles L'Enfant's 1791 plan for Washington, DC, up to its 20th-century realization as the Gallery's Sculpture Garden. On April 22, 1791, while touring the grounds of the Potomac Valley, L'Enfant stated that &quot;nothing can be more admirably adapted for the purpose [for the federal city]; nature has done much for it, and with the aid of art it will become the wonder of the world.&quot; L'Enfant's plan for a public, landscaped garden- originally known as L'Enfant Square- was based on the grounds at the Palace of Versailles outside Paris, France. A refuge from the linear expanse of the National Mall, the Gallery's Sculpture Garden features meandering paths, a fountain, and contemporary art. In this way, two hundred years later, the National Gallery of Art and Laurie D. Olin of Olin Partnership, the garden's architect, achieved L'Enfant's original vision of showcasing both natural beauty and artistic achievement.</p>
",2371,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/nga-sculpture-garden-donovan.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78470008&download=true,https://api.soundcloud.com/tracks/78470008/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,"the national gallery of art sculpture garden, molly donovan, l'enfant","ngaweb:audio-video/collection,ngaweb:audio-video/audio,ngaweb:exhibitions/special/sculpture_garden,ngaweb:audio-video/curator,ngaweb:audio-video/podcast-audio",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/nga-sculpture-garden-donovan.jpg,1999-06-27 00:00:00-04,2012-04-17 00:00:00-04,2017-06-09 13:48:12-04
78137937,audio,National Gallery of Art Vocal Ensemble and Various Guest Ensembles,"<p>Program: Music by Couperin, Rameau, and other 16th-, 17th-, and 18th-century French composers. The National Gallery of Art Vocal Ensemble and the early music ensembles Masques, Pro Musica Rara, and Zephyrus play music from concerts presented at the Gallery in honor of <i>Renaissance to Revolution: French Drawings from the National Gallery of Art, 1500–1800</i>.</p>
",3916,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/nga-ensemble-chamber-players.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78137937&download=true,https://api.soundcloud.com/tracks/78137937/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,"ensemble, couperin, rameau, franch, vocal, masques, pro, musica, rara, zephyrus","ngaweb:audio-video/audio,ngaweb:audio-video/music",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/nga-ensemble-chamber-players.jpg,2010-03-16 00:00:00-04,2010-03-16 00:00:00-04,2014-05-30 14:36:31-04
78139169,audio,National Gallery of Art String Quartet,"<p>Program: Music by Brahms and Schubert. The National Gallery of Art String Quartet performs a Brahms piano quintet with renowned pianist Menahem Pressler and a quartet by Franz Schubert. The ensemble consists of violinists Claudia Chudacoff and Teri Lazar, violist Osman Kivrak, and cellist Diana Fish.</p>
",1681,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/nga-string-quartet.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78139169&download=true,https://api.soundcloud.com/tracks/78139169/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,"string, qurtet","ngaweb:audio-video/audio,ngaweb:audio-video/music",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/nga-string-quartet.jpg,2010-02-23 00:00:00-05,2010-02-23 00:00:00-05,2014-05-30 10:00:30-04
78140248,audio,Requiem Aeternam (after Victoria),"<p>Program: Music by Stephen Hough. This piece of music, composed by Stephen Hough for the exhibition The Sacred Made Real: Spanish Painting and Sculpture, 1600–1700, is based on the 1605 Requiem by the great Spanish composer TomÃ¡s LuÃ­s de Victoria. Stephen Hough recast and reworked this requiem, reimagining its six voices for a string sextet. He selected five sections to make five movements: the fourth movement (Versa est) is a simple transcription with nothing altered; the first movement (Tadeat animum) takes the four-part original and floats it around the six instruments in antiphonal waves; the second movement (Kyrie eleison) keeps all the notes the same but changes their register–removing the linear mosaic of the vocal lines and making them soar and plunge in jagged, overlapping intervals. The third (Graduale) movement is more radically altered. The final, longest movement (Libera me) reproduces the polyphonic sections fairly faithfully, but takes the original plainsong interludes as if themes for variations in various modern styles.</p>
",1463,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/requiem-aeternam.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78140248&download=true,https://api.soundcloud.com/tracks/78140248/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,"hough, spanish, sculpture","ngaweb:audio-video/audio,ngaweb:audio-video/music,ngaweb:audio-video/exhibition",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/requiem-aeternam.jpg,2010-02-23 00:00:00-05,2010-02-23 00:00:00-05,2014-05-30 10:42:10-04
78141678,audio,National Gallery of Art Wind Quintet,"<p>Program: Music from the 19th century that explores &quot;The Darker Side of Light.&quot; The National Gallery of Art Wind Quintet performs a concert in honor of <i>The Darker Side of Light: Arts of Privacy, 1850–1900</i>. The ensemble consists of flutist Sara Nichols, oboist Ronald Sipes, clarinetist Christopher Hite, bassoonist Danny Phipps, and French horn player Theodore Peters.</p>
",2053,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/nga-wind-quintet.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78141678&download=true,https://api.soundcloud.com/tracks/78141678/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,"national, gallery, quintet","ngaweb:audio-video/audio,ngaweb:audio-video/music,ngaweb:audio-video/exhibition",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/nga-wind-quintet.jpg,2010-01-19 00:00:00-05,2010-01-19 00:00:00-05,2014-04-25 13:09:54-04
78143314,audio,Choral Festival in Honor of Reopening of American Galleries,"<p>Contemporary arrangements of 18th- and 19th-century American choral music, sung by the Central Bucks County (Pennsylvania) High School West Choir, the Eighteenth Street Singers (Washington, DC), and ProMusica of Columbia Union College (Takoma Park, Maryland). Choral music has been an important part of music at the National Gallery ever since the very first concert at the Gallery in December 1942, sung by the United States Navy Music School Chorus. In April 2009, the Gallery celebrated the reopening of the American Galleries in the West Building with a three-day festival of American choral music presented by six outstanding choirs. Listen to the some of the music sung by three of those choirs.</p>
",1698,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/choral-festival.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78143314&download=true,https://api.soundcloud.com/tracks/78143314/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,"american, choral, concert, festival","ngaweb:audio-video/audio,ngaweb:audio-video/music",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/choral-festival.jpg,2009-12-22 00:00:00-05,2009-12-22 00:00:00-05,2014-05-16 13:37:00-04
78150710,audio,Art Theft and the Tate's Stolen Turners ,"<p>Sandy Nairne, director, National Portrait Gallery, London. In 1994 two important paintings by J.M.W. Turner were stolen from a public gallery in Frankfurt, Germany, while on loan from the Tate in London. In this podcast recorded on September 15, 2011, at the National Gallery of Art Sandy Nairne reveals his own involvement, as then director of programs at the Tate, in the pursuit of the pictures and in the negotiation for their return. Nairne shares this story in his new book, Art Theft and the Tate's Stolen Turners, also examining other high-value art thefts and trying to solve the puzzle of why thieves steal well-known works of art that cannot be sold, even on the black market.</p>
",3344,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/nairne-art-theft.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78150710&download=true,https://api.soundcloud.com/tracks/78150710/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,"nairne, london, turner, stolen, theft, tate, director","ngaweb:audio-video/audio,ngaweb:audio-video/author,ngaweb:audio-video/podcast-audio,ngaweb:constituents/1/9/3/9/Constituent_1939",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/nairne-art-theft.jpg,2011-09-15 00:00:00-04,2011-10-18 00:00:00-04,2014-05-29 14:23:49-04
78152304,audio,"Ma'alot Wind Quintet: Mendelssohn, Ligeti, Barber, Piazzolla, and Joplin","<p>Program: Felix Mendelssohn's Ein Sommernachtstraum (A Midsummer Night's Dream), op. 61, arranged by Ulf-Guido SchÃ¤fer; GyÃ¶rgy Ligeti's Six Bagatelles; Samuel Barber's Summer Music, op. 31 (1956); Astor Piazzolla's Suite, arranged by Ulf-Guido SchÃ¤fer; Scott Joplin's Ragtimes, arranged by Ulf-Guido SchÃ¤fer. Formed in 1986, the Ma'alot Wind Quintet has won prizes in major international festivals and established a reputation as a leading proponent of new music. In addition to works written especially the ensemble, the group also performs arrangements by quintet members Ulf-Guido SchÃ¤fer (clarinet) and Volker Grewel (horn). The other members of the quintet are Stephanie Winker (flute), Christian Wetzel (oboe), and Volker Tessmann (bassoon). This performance took place on January 11, 2009, and was the inaugural concert of Mendelssohn on the Mall, a festival presented jointly by the Library of Congress, the National Academy of Sciences, and the National Gallery of Art.</p>
",3260,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/maalot-wind-quintet.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78152304&download=true,https://api.soundcloud.com/tracks/78152304/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,"mendelssohn, ligeti, barber, piazzolla, joplin","ngaweb:audio-video/audio,ngaweb:audio-video/music",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/maalot-wind-quintet.jpg,2009-11-17 00:00:00-05,2009-11-17 00:00:00-05,2014-05-28 10:35:19-04
78152667,audio,The Sydney J. Freedberg Lecture on Italian Art 1999: Art and Science in the Drawings of Leonardo da Vinci,"<p>James S. Ackerman, professor emeritus of the history of art and architecture, Harvard University Leonardo da Vinci was the only artist of his time to have an intense interest in science. Evident in his sketchbooks, this interest led to his detailed biology and nature studies. In this podcast recorded on November 14, 1999, as part of the Sydney J. Freedberg Lecture on Italian Art series, Professor James S. Ackerman discusses how Leonardo occupied himself by expressing the forces of nature, not just the experience of nature. Leonardo established art as a communication of visual experience and as a means to discover both nature and invention. As Leonardo said, &quot;Painting compels the mind of the painter to transform itself to the very mind of nature—to become an interpreter between nature and art.&quot;</p>
",2949,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/freedberg-ackerman.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78152667&download=true,https://api.soundcloud.com/tracks/78152667/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,"ackerman, freedberg, vinci, leonardo, drawing","ngaweb:audio-video/audio,ngaweb:audio-video/historian,ngaweb:audio-video/freedberg-lecture,ngaweb:audio-video/podcast-audio,ngaweb:artobjects/5/0/7/2/4/ArtObject_50724",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/freedberg-ackerman.jpg,1999-11-14 00:00:00-05,2011-10-11 00:00:00-04,2014-05-23 10:26:42-04
78153030,audio,The Sydney J. Freedberg Lecture on Italian Art 1998: A Carpaccio Masterpiece Rediscovered,"<p>William R. Rearick, professor emeritus, University of Maryland. Following the disastrous Venice floods on November 4, 1966, the Venice Committee of the International Fund for Monuments was established to restore and preserve the artistic heritage of the city. In 1971 Sydney J. Freedberg and John and Betty McAndrew established Save Venice Inc., an American branch of the Venice Committee. Following Freedberg's death in 1997, Save Venice Inc. decided to restore a painting in his honor. Supper at Emmaus (1513), in the Church of San Salvador, was chosen for this project; restoration began in January 1998. In this podcast recorded on November 22, 1998, at the National Gallery of Art, Professor William R. Rearick discusses the ensuing process of attribution from Bellini to Carpaccio, including fitting the painting into the arc of Carpaccio's career.</p>
",2623,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/freedberg-rearick.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78153030&download=true,https://api.soundcloud.com/tracks/78153030/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,"freedberg, italitan, carpaccio","ngaweb:audio-video/audio,ngaweb:audio-video/freedberg-lecture,ngaweb:audio-video/historian,ngaweb:audio-video/podcast-audio",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/freedberg-rearick.jpg,1998-11-22 00:00:00-05,2011-10-11 00:00:00-04,2014-05-23 10:34:13-04
78153570,audio,The Sydney J. Freedberg Lecture on Italian Art: The Young Michelangelo,"<p>Kathleen Weil-Garris Brandt, professor, Institute of Fine Arts, New York University Little is known about the formative years of Michelangelo's career. Professor Kathleen Weil-Garris Brandt discusses the myths of Michelangelo's early life generated by his biographical authors. Citing Vasari and Condivi's narratives, Professor Brandt tracks Michelangelo's professional infancy, revealing cover-ups of the setbacks, mistakes, and failures that plagued his early artistic career. Rather than deceitful omissions, Professor Brandt thinks of them &quot;like other myths, as narratives reconstructed in each epoch to serve their narrators.&quot; Recorded on November 23, 1997, at the National Gallery of Art, this program is the inaugural lecture in the Sydney J. Freedberg Lecture on Italian Art series.</p>
",3945,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/freedberg-brandt.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78153570&download=true,https://api.soundcloud.com/tracks/78153570/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,"freedberg, michelangelo, weil, garris, brandt","ngaweb:audio-video/audio,ngaweb:audio-video/freedberg-lecture,ngaweb:audio-video/historian,ngaweb:audio-video/podcast-audio",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/freedberg-brandt.jpg,1997-11-23 00:00:00-05,2011-10-04 00:00:00-04,2014-05-23 10:27:40-04
78153616,audio,National Gallery of Art Piano Trio Plays Maurice Ravel's Piano Trio in A Minor,"<p>Program: Maurice Ravel's Piano Trio in A Minor. The National Gallery of Art Piano Trio, the resident trio at the National Gallery, features violinist Luke Wedge and cellist Ben Wensel, both of whom have performed as members of the National Gallery Orchestra. The third member of the trio, pianist Danielle DeSwert Hahn, is also the Gallery's music program specialist. Listen to the four movements of Maurice Ravel's Piano Trio in A Minor, from a performance in the West Garden Court of the National Gallery on February 24, 2008.</p>
",1911,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/nga-ravel.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78153616&download=true,https://api.soundcloud.com/tracks/78153616/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,"ravel, piano, orchestra","ngaweb:audio-video/audio,ngaweb:audio-video/music",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/nga-ravel.jpg,2008-02-24 00:00:00-05,2009-10-20 00:00:00-04,2014-04-25 13:14:04-04
